Runing compare from /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/origin_scores.txt to /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/tent_step_3_scores.txt.
EER 1 : 27.560000000000002           EER 2 : 41.43.
Threshold 1 : -5.629968643188     Threshold 2 : -6.816090583801.
===========================================================================================
total number of change to right : 4554 
utt change to right:    file_name      |    score 1    |    score 2    |
utt unchanged       :    20027546.wav    | -6.310769081116 | -6.862295150757 |
utt unchanged       :    20027547.wav    | -6.10191822052 | -6.899461269379 |
utt unchanged       :    20027549.wav    | -5.401868343353 | -5.407914161682 |
utt unchanged       :    20027550.wav    | -4.029100418091 | -6.519176483154 |
utt unchanged       :    20027551.wav    | -6.170598506927 | -6.91555929184 |
utt unchanged       :    20027555.wav    | -4.008431434631 | -6.492587089539 |
utt unchanged       :    20027562.wav    | -6.124427318573 | -6.920906066895 |
utt unchanged       :    20027563.wav    | -6.0680103302 | -7.139573574066 |
utt unchanged       :    20027566.wav    | -4.210269927979 | -6.411201477051 |
utt unchanged       :    20027567.wav    | -6.012047767639 | -6.973243236542 |
utt unchanged       :    20027568.wav    | -2.458294391632 | -5.416427612305 |
utt unchanged       :    20027570.wav    | -5.698289871216 | -6.81697845459 |
utt unchanged       :    20027572.wav    | -6.216938018799 | -6.933054924011 |
utt unchanged       :    20027575.wav    | -6.268774986267 | -6.847367286682 |
utt unchanged       :    20027576.wav    | -6.164527893066 | -6.843202590942 |
utt unchanged       :    20027578.wav    | -6.208036899567 | -6.932818412781 |
utt unchanged       :    20027583.wav    | -5.937572956085 | -7.32453584671 |
utt unchanged       :    20027584.wav    | -5.93963432312 | -6.859304428101 |
utt unchanged       :    20027586.wav    | -5.55283498764 | -6.527893066406 |
utt unchanged       :    20027589.wav    | -5.604821205139 | -6.748690605164 |
utt unchanged       :    20027590.wav    | -5.139373779297 | -6.684304237366 |
utt unchanged       :    20027592.wav    | -6.215162754059 | -6.916212081909 |
utt unchanged       :    20027593.wav    | -5.782211303711 | -7.07085609436 |
utt unchanged       :    20027595.wav    | -4.604453086853 | -3.567628622055 |
utt unchanged       :    20027596.wav    | -4.905750274658 | -6.505631923676 |
utt unchanged       :    20027598.wav    | -6.133859634399 | -6.947978973389 |
utt unchanged       :    20027599.wav    | -6.006796836853 | -6.822061538696 |
utt unchanged       :    20027600.wav    | -6.19384765625 | -6.867391586304 |
utt unchanged       :    20027604.wav    | -5.840670585632 | -7.284702301025 |
utt unchanged       :    20027609.wav    | -2.5015604496 | -5.355993747711 |
utt unchanged       :    20027610.wav    | -6.140908241272 | -6.845604896545 |
utt unchanged       :    20027611.wav    | -5.40829372406 | -6.39808511734 |
utt unchanged       :    20027615.wav    | -5.484869003296 | -6.493591308594 |
utt unchanged       :    20027617.wav    | -4.378717422485 | -6.641363143921 |
utt unchanged       :    20027620.wav    | -5.385572433472 | -6.623178482056 |
utt unchanged       :    20027622.wav    | -4.511351585388 | -6.548887252808 |
utt unchanged       :    20027629.wav    | -3.863221168518 | -6.262459754944 |
utt unchanged       :    20027634.wav    | -4.294002056122 | -6.449929237366 |
utt unchanged       :    20027637.wav    | -5.922763824463 | -6.823926448822 |
utt unchanged       :    20027638.wav    | -5.591849327087 | -6.588635921478 |
utt unchanged       :    20027640.wav    | -5.796469688416 | -7.29173374176 |
utt unchanged       :    20027642.wav    | -5.442526817322 | -6.233313560486 |
utt unchanged       :    20027643.wav    | -4.398354530334 | -6.577454566956 |
utt unchanged       :    20027644.wav    | -5.988757610321 | -6.863228797913 |
utt unchanged       :    20027645.wav    | -5.847083091736 | -6.923798561096 |
utt unchanged       :    20027647.wav    | -6.147936820984 | -6.846821784973 |
utt unchanged       :    20027649.wav    | -5.172574043274 | -6.454213142395 |
utt unchanged       :    20027650.wav    | -5.081372261047 | -6.521311759949 |
utt unchanged       :    20027651.wav    | -6.293546676636 | -6.838115692139 |
utt unchanged       :    20027654.wav    | -5.667972564697 | -7.211621284485 |
utt unchanged       :    20027658.wav    | -6.113401889801 | -6.829387664795 |
utt unchanged       :    20027659.wav    | -6.090673446655 | -6.875405788422 |
utt unchanged       :    20027660.wav    | -6.06843662262 | -7.065611362457 |
utt unchanged       :    20027662.wav    | -5.877423286438 | -6.860485076904 |
utt unchanged       :    20027663.wav    | -5.557671070099 | -6.662155151367 |
utt unchanged       :    20027665.wav    | -5.63716506958 | -7.357281684875 |
utt unchanged       :    20027666.wav    | -6.094738483429 | -6.902249336243 |
utt unchanged       :    20027668.wav    | -5.322116374969 | -6.699359893799 |
utt unchanged       :    20027669.wav    | -5.244427680969 | -6.808215618134 |
utt unchanged       :    20027671.wav    | -4.530217170715 | -6.782075881958 |
utt unchanged       :    20027672.wav    | -5.994819641113 | -6.928583145142 |
utt unchanged       :    20027674.wav    | -6.030177593231 | -6.85388469696 |
utt unchanged       :    20027678.wav    | -5.554830551147 | -6.808292388916 |
utt unchanged       :    20027683.wav    | -6.107138633728 | -6.889620780945 |
utt unchanged       :    20027685.wav    | -5.557591438293 | -6.74137878418 |
utt unchanged       :    20027687.wav    | -6.33048248291 | -6.826489448547 |
utt unchanged       :    20027688.wav    | -4.451801300049 | -6.699377059937 |
utt unchanged       :    20027691.wav    | -4.357547283173 | -6.585513591766 |
utt unchanged       :    20027693.wav    | -4.828905582428 | -6.672791004181 |
utt unchanged       :    20027696.wav    | -1.192160964012 | -6.039794445038 |
utt unchanged       :    20027698.wav    | -1.657883763313 | -6.592239379883 |
utt unchanged       :    20027699.wav    | -6.211515426636 | -6.823945045471 |
utt unchanged       :    20027700.wav    | -6.041320800781 | -7.26460647583 |
utt unchanged       :    20027701.wav    | -4.610133647919 | -6.814454078674 |
utt unchanged       :    20027702.wav    | -5.269592285156 | -6.630700111389 |
utt unchanged       :    20027704.wav    | -5.620613098145 | -6.561037540436 |
utt unchanged       :    20027705.wav    | -5.900253295898 | -7.083570480347 |
utt unchanged       :    20027706.wav    | -6.193325519562 | -6.830406188965 |
utt unchanged       :    20027707.wav    | -2.617787122726 | -5.32639503479 |
utt unchanged       :    20027709.wav    | -3.965527057648 | -6.800273895264 |
utt unchanged       :    20027711.wav    | -5.869205951691 | -7.41778087616 |
utt unchanged       :    20027713.wav    | -5.728266239166 | -7.138892173767 |
utt unchanged       :    20027720.wav    | -6.180587768555 | -6.866422653198 |
utt unchanged       :    20027723.wav    | -5.7306432724 | -6.982044219971 |
utt unchanged       :    20027724.wav    | -6.061068534851 | -7.038489341736 |
utt unchanged       :    20027727.wav    | -5.980553627014 | -7.2317943573 |
utt unchanged       :    20027728.wav    | -3.22999548912 | -3.905267238617 |
utt unchanged       :    20027731.wav    | -4.07691860199 | -6.35094833374 |
utt unchanged       :    20027732.wav    | -6.166922569275 | -6.820805549622 |
utt unchanged       :    20027736.wav    | -5.312650203705 | -6.704592227936 |
utt unchanged       :    20027737.wav    | -5.154918670654 | -6.657614707947 |
utt unchanged       :    20027740.wav    | -6.112111091614 | -6.84551525116 |
utt unchanged       :    20027741.wav    | -5.332691192627 | -6.458233356476 |
utt unchanged       :    20027742.wav    | -5.868981361389 | -6.963714599609 |
utt unchanged       :    20027744.wav    | -3.645423650742 | -6.062951087952 |
utt unchanged       :    20027745.wav    | -5.848300457001 | -6.881666183472 |
utt unchanged       :    20027746.wav    | -6.122001647949 | -6.842916965485 |
utt unchanged       :    20027751.wav    | -5.861177444458 | -6.88894367218 |
utt unchanged       :    20027753.wav    | -4.184051990509 | -6.58256816864 |
utt unchanged       :    20027757.wav    | -6.061874389648 | -7.058020591736 |
utt unchanged       :    20027760.wav    | -6.016630172729 | -7.20845079422 |
utt unchanged       :    20027761.wav    | -4.468881130219 | -6.514050483704 |
utt unchanged       :    20027763.wav    | -4.502164363861 | -6.661170959473 |
utt unchanged       :    20027764.wav    | -4.518729686737 | -6.713611602783 |
utt unchanged       :    20027767.wav    | -5.950894355774 | -6.971385955811 |
utt unchanged       :    20027770.wav    | -5.918636322021 | -7.536432266235 |
utt unchanged       :    20027771.wav    | -4.66971206665 | -6.604818820953 |
utt unchanged       :    20027772.wav    | -5.164828300476 | -6.064462661743 |
utt unchanged       :    20027775.wav    | -4.533096790314 | -6.540555953979 |
utt unchanged       :    20027776.wav    | -4.610151290894 | -6.685955047607 |
utt unchanged       :    20027777.wav    | -4.084032058716 | -6.429791927338 |
utt unchanged       :    20027780.wav    | -2.992983341217 | -6.062569141388 |
utt unchanged       :    20027781.wav    | -5.973581314087 | -6.881649971008 |
utt unchanged       :    20027782.wav    | -4.462063312531 | -6.637487888336 |
utt unchanged       :    20027784.wav    | -6.068294525146 | -6.936517715454 |
utt unchanged       :    20027785.wav    | -5.401546001434 | -6.496405601501 |
utt unchanged       :    20027787.wav    | -5.824077606201 | -7.201591014862 |
utt unchanged       :    20027789.wav    | -5.013269901276 | -5.997220993042 |
utt unchanged       :    20027791.wav    | -4.541233062744 | -6.222939491272 |
utt unchanged       :    20027793.wav    | -4.112557411194 | -6.46729183197 |
utt unchanged       :    20027794.wav    | -5.457919120789 | -6.773310184479 |
utt unchanged       :    20027799.wav    | -5.894062995911 | -6.956037998199 |
utt unchanged       :    20027800.wav    | -6.041162967682 | -6.864100456238 |
utt unchanged       :    20027802.wav    | -5.287148475647 | -6.79083442688 |
utt unchanged       :    20027805.wav    | -4.789579868317 | -6.357828140259 |
utt unchanged       :    20027808.wav    | -6.152806282043 | -6.821310043335 |
utt unchanged       :    20027811.wav    | -5.938461303711 | -6.910255908966 |
utt unchanged       :    20027812.wav    | -3.995798587799 | -6.038078308105 |
utt unchanged       :    20027813.wav    | -4.603073120117 | -5.534465312958 |
utt unchanged       :    20027814.wav    | -6.101972579956 | -6.90988445282 |
utt unchanged       :    20027816.wav    | -5.980676651001 | -6.858616352081 |
utt unchanged       :    20027819.wav    | -5.512725830078 | -6.38593006134 |
utt unchanged       :    20027821.wav    | -5.747895240784 | -7.000061988831 |
utt unchanged       :    20027822.wav    | -5.994594573975 | -6.833920478821 |
utt unchanged       :    20027824.wav    | -5.384284973145 | -2.491194725037 |
utt unchanged       :    20027826.wav    | -6.160321235657 | -6.939033985138 |
utt unchanged       :    20027827.wav    | -5.178102493286 | -6.622811317444 |
utt unchanged       :    20027829.wav    | -5.233619689941 | -6.713492393494 |
utt unchanged       :    20027832.wav    | -6.121859550476 | -6.893954277039 |
utt unchanged       :    20027836.wav    | -4.128480434418 | -6.425373077393 |
utt unchanged       :    20027837.wav    | -6.075620651245 | -7.468849182129 |
utt unchanged       :    20027839.wav    | -5.185992717743 | -6.297973632812 |
utt unchanged       :    20027840.wav    | -6.158824920654 | -6.847973823547 |
utt unchanged       :    20027847.wav    | -5.996251106262 | -7.26856803894 |
utt unchanged       :    20027848.wav    | -5.863315582275 | -7.12290763855 |
utt unchanged       :    20027849.wav    | -6.17845249176 | -6.845308303833 |
utt unchanged       :    20027850.wav    | -5.324546813965 | -6.410197257996 |
utt unchanged       :    20027854.wav    | -5.593113899231 | -6.521124839783 |
utt unchanged       :    20027855.wav    | -5.613107681274 | -6.77695941925 |
utt unchanged       :    20027857.wav    | -5.570539474487 | -6.479907035828 |
utt unchanged       :    20027858.wav    | -3.731377601624 | -6.262774467468 |
utt unchanged       :    20027859.wav    | -6.330994606018 | -6.84726524353 |
utt unchanged       :    20027860.wav    | -5.950563430786 | -6.987096786499 |
utt unchanged       :    20027862.wav    | -5.301164627075 | -6.489526748657 |
utt unchanged       :    20027863.wav    | -3.258265018463 | -6.726382255554 |
utt unchanged       :    20027864.wav    | -4.290883541107 | -6.576522350311 |
utt unchanged       :    20027865.wav    | -6.016095161438 | -6.848402023315 |
utt unchanged       :    20027871.wav    | -4.862532138824 | -6.723487854004 |
utt unchanged       :    20027873.wav    | -6.25236415863 | -6.859127998352 |
utt unchanged       :    20027874.wav    | -6.275184631348 | -6.824835777283 |
utt unchanged       :    20027881.wav    | -4.22012090683 | -6.53538608551 |
utt unchanged       :    20027884.wav    | -6.220432281494 | -6.980236530304 |
utt unchanged       :    20027885.wav    | -4.032127380371 | -6.694939613342 |
utt unchanged       :    20027887.wav    | -6.262371063232 | -6.951725006104 |
utt unchanged       :    20027892.wav    | -2.630417823792 | -5.451138973236 |
utt unchanged       :    20027894.wav    | -5.481050491333 | -6.655035972595 |
utt unchanged       :    20027896.wav    | -5.576675891876 | -6.583251953125 |
utt unchanged       :    20027900.wav    | -4.591891288757 | -6.684501647949 |
utt unchanged       :    20027901.wav    | -5.138711929321 | -5.999440193176 |
utt unchanged       :    20027903.wav    | -5.358179092407 | -6.520476341248 |
utt unchanged       :    20027905.wav    | -6.120646476746 | -6.953615188599 |
utt unchanged       :    20027907.wav    | -6.056072235107 | -6.887410163879 |
utt unchanged       :    20027909.wav    | -3.520040988922 | -5.606656074524 |
utt unchanged       :    20027910.wav    | -6.033755302429 | -6.862528800964 |
utt unchanged       :    20027912.wav    | -5.845387458801 | -7.293216705322 |
utt unchanged       :    20027914.wav    | -5.471045970917 | -6.790997505188 |
utt unchanged       :    20027915.wav    | -4.953659057617 | -6.698121547699 |
utt unchanged       :    20027916.wav    | -5.412559509277 | -6.75966835022 |
utt unchanged       :    20027920.wav    | -6.252105712891 | -6.845846652985 |
utt unchanged       :    20027921.wav    | -5.765172481537 | -6.863663196564 |
utt unchanged       :    20027925.wav    | -6.079061031342 | -7.118090629578 |
utt unchanged       :    20027926.wav    | -6.00989818573 | -6.841185569763 |
utt unchanged       :    20027927.wav    | -4.413823604584 | -6.190188407898 |
utt unchanged       :    20027928.wav    | -4.456591129303 | -6.630731582642 |
utt unchanged       :    20027929.wav    | -6.144268035889 | -6.874974250793 |
utt unchanged       :    20027930.wav    | -6.209584712982 | -6.906700134277 |
utt unchanged       :    20027931.wav    | -6.219714164734 | -6.819359302521 |
utt unchanged       :    20027934.wav    | -3.857505321503 | -2.078852653503 |
utt unchanged       :    20027937.wav    | -6.124927520752 | -7.277765274048 |
